MONTH,GEOGRAPHY,DURATION,AGE GROUP,Both sexes,Male,Female
Mar2001,Western region,      27 - 51 weeks,"Total, 15 years and over",6.0,3.0,3.0
Mar2001,Western region,      27 - 51 weeks, 15-64 years,6.0,3.0,3.0
Mar2001,Western region,      27 - 51 weeks,  15-19,1.5,0.0,0.0
Mar2001,Western region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Mar2001,Western region,      27 - 51 weeks,  25-44,2.2,0.0,0.0
Mar2001,Western region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
Mar2001,Western region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Mar2001,Western region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Mar2001,Western region,      52 weeks,"Total, 15 years and over",4.8,2.6,2.1
Mar2001,Western region,      52 weeks, 15-64 years,4.8,2.6,2.1
Mar2001,Western region,      52 weeks,  15-19,0.0,0.0,0.0
Mar2001,Western region,      52 weeks,  20-24,0.0,0.0,0.0
Mar2001,Western region,      52 weeks,  25-44,2.5,1.8,0.0
Mar2001,Western region,      52 weeks,  45-54,0.0,0.0,0.0
Mar2001,Western region,      52 weeks,  55-64,0.0,0.0,0.0
Mar2001,Western region,      52 weeks,  65 years and over,0.0,0.0,0.0
Mar2001,Western region,      53 weeks or more,"Total, 15 years and over",5.4,3.2,2.2
Mar2001,Western region,      53 weeks or more, 15-64 years,5.1,2.8,2.2
Mar2001,Western region,      53 weeks or more,  15-19,0.0,0.0,0.0
Mar2001,Western region,      53 weeks or more,  20-24,0.0,0.0,0.0
Mar2001,Western region,      53 weeks or more,  25-44,3.4,1.8,1.6
Mar2001,Western region,      53 weeks or more,  45-54,0.0,0.0,0.0
Mar2001,Western region,      53 weeks or more,  55-64,0.0,0.0,0.0
Mar2001,Western region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2001,Western region,   Duration unknown,"Total, 15 years and over",3.6,2.2,0.0
Mar2001,Western region,   Duration unknown, 15-64 years,3.6,2.2,0.0
Mar2001,Western region,   Duration unknown,  15-19,0.0,0.0,0.0
Mar2001,Western region,   Duration unknown,  20-24,0.0,0.0,0.0
Mar2001,Western region,   Duration unknown,  25-44,0.0,0.0,0.0
Mar2001,Western region,   Duration unknown,  45-54,0.0,0.0,0.0
Mar2001,Western region,   Duration unknown,  55-64,0.0,0.0,0.0
Mar2001,Western region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Mar2001,Western region,Average weeks unemployed (no top-code),"Total, 15 years and over",16.9,16.7,17.1
Mar2001,Western region,Average weeks unemployed (no top-code), 15-64 years,16.5,16.2,17.2
Mar2001,Western region,Average weeks unemployed (no top-code),  15-19,9.4,8.4,10.9
Mar2001,Western region,Average weeks unemployed (no top-code),  20-24,12.7,12.7,12.8
Mar2001,Western region,Average weeks unemployed (no top-code),  25-44,19.9,19.0,21.3
Mar2001,Western region,Average weeks unemployed (no top-code),  45-54,23.2,26.9,18.1
Mar2001,Western region,Average weeks unemployed (no top-code),  55-64,13.1,10.5,17.1
Mar2001,Western region,Average weeks unemployed (no top-code),  65 years and over,86.7,122.0,16.0
Mar2001,Western region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",14.5,14.0,15.4
Mar2001,Western region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,14.3,13.6,15.4
Mar2001,Western region,Average weeks unemployed (top-code = 99 weeks),  15-19,9.4,8.4,10.9
Mar2001,Western region,Average weeks unemployed (top-code = 99 weeks),  20-24,12.2,12.5,11.5
Mar2001,Western region,Average weeks unemployed (top-code = 99 weeks),  25-44,16.9,16.6,17.4
Mar2001,Western region,Average weeks unemployed (top-code = 99 weeks),  45-54,17.3,16.6,18.1
Mar2001,Western region,Average weeks unemployed (top-code = 99 weeks),  55-64,13.1,10.5,17.0
Mar2001,Western region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,54.5,73.8,16.0
Mar2001,Northern region,Total unemployed,"Total, 15 years and over",35.4,22.6,12.8
Mar2001,Northern region,Total unemployed, 15-64 years,35.4,22.6,12.7
Mar2001,Northern region,Total unemployed,  15-19,7.1,4.3,2.8
Mar2001,Northern region,Total unemployed,  20-24,4.2,2.9,0.0
Mar2001,Northern region,Total unemployed,  25-44,17.1,11.3,5.8
Mar2001,Northern region,Total unemployed,  45-54,5.2,3.2,2.1
Mar2001,Northern region,Total unemployed,  55-64,1.7,0.0,0.0
Mar2001,Northern region,Total unemployed,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,   1 - 4 weeks,"Total, 15 years and over",11.6,7.4,4.2
Mar2001,Northern region,   1 - 4 weeks, 15-64 years,11.6,7.4,4.2
Mar2001,Northern region,   1 - 4 weeks,  15-19,3.0,1.8,0.0
Mar2001,Northern region,   1 - 4 weeks,  20-24,1.5,0.0,0.0
Mar2001,Northern region,   1 - 4 weeks,  25-44,5.4,3.5,1.8
Mar2001,Northern region,   1 - 4 weeks,  45-54,0.0,0.0,0.0
Mar2001,Northern region,   1 - 4 weeks,  55-64,0.0,0.0,0.0
Mar2001,Northern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,   5 - 13 weeks,"Total, 15 years and over",12.2,8.7,3.5
Mar2001,Northern region,   5 - 13 weeks, 15-64 years,12.2,8.7,3.5
Mar2001,Northern region,   5 - 13 weeks,  15-19,2.1,0.0,0.0
Mar2001,Northern region,   5 - 13 weeks,  20-24,0.0,0.0,0.0
Mar2001,Northern region,   5 - 13 weeks,  25-44,6.5,4.8,1.8
Mar2001,Northern region,   5 - 13 weeks,  45-54,1.8,1.5,0.0
Mar2001,Northern region,   5 - 13 weeks,  55-64,0.0,0.0,0.0
Mar2001,Northern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,   14 - 25 weeks,"Total, 15 years and over",5.4,3.5,2.0
Mar2001,Northern region,   14 - 25 weeks, 15-64 years,5.4,3.5,1.9
Mar2001,Northern region,   14 - 25 weeks,  15-19,0.0,0.0,0.0
Mar2001,Northern region,   14 - 25 weeks,  20-24,0.0,0.0,0.0
Mar2001,Northern region,   14 - 25 weeks,  25-44,2.2,0.0,0.0
Mar2001,Northern region,   14 - 25 weeks,  45-54,0.0,0.0,0.0
Mar2001,Northern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
Mar2001,Northern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Mar2001,Northern region,   26 weeks , 15-64 years,0.0,0.0,0.0
Mar2001,Northern region,   26 weeks ,  15-19,0.0,0.0,0.0
Mar2001,Northern region,   26 weeks ,  20-24,0.0,0.0,0.0
Mar2001,Northern region,   26 weeks ,  25-44,0.0,0.0,0.0
Mar2001,Northern region,   26 weeks ,  45-54,0.0,0.0,0.0
Mar2001,Northern region,   26 weeks ,  55-64,0.0,0.0,0.0
Mar2001,Northern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,   27 weeks or more,"Total, 15 years and over",5.0,2.3,2.7
Mar2001,Northern region,   27 weeks or more, 15-64 years,4.9,2.3,2.6
Mar2001,Northern region,   27 weeks or more,  15-19,0.0,0.0,0.0
Mar2001,Northern region,   27 weeks or more,  20-24,0.0,0.0,0.0
Mar2001,Northern region,   27 weeks or more,  25-44,2.5,0.0,0.0
Mar2001,Northern region,   27 weeks or more,  45-54,0.0,0.0,0.0
Mar2001,Northern region,   27 weeks or more,  55-64,0.0,0.0,0.0
Mar2001,Northern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,      27 - 51 weeks,"Total, 15 years and over",1.8,0.0,0.0
Mar2001,Northern region,      27 - 51 weeks, 15-64 years,1.8,0.0,0.0
Mar2001,Northern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Mar2001,Northern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Mar2001,Northern region,      27 - 51 weeks,  25-44,0.0,0.0,0.0
Mar2001,Northern region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
Mar2001,Northern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Mar2001,Northern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,      52 weeks,"Total, 15 years and over",1.8,0.0,0.0
Mar2001,Northern region,      52 weeks, 15-64 years,1.7,0.0,0.0
Mar2001,Northern region,      52 weeks,  15-19,0.0,0.0,0.0
Mar2001,Northern region,      52 weeks,  20-24,0.0,0.0,0.0
Mar2001,Northern region,      52 weeks,  25-44,0.0,0.0,0.0
Mar2001,Northern region,      52 weeks,  45-54,0.0,0.0,0.0
Mar2001,Northern region,      52 weeks,  55-64,0.0,0.0,0.0
Mar2001,Northern region,      52 weeks,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,      53 weeks or more,"Total, 15 years and over",0.0,0.0,0.0
Mar2001,Northern region,      53 weeks or more, 15-64 years,0.0,0.0,0.0
Mar2001,Northern region,      53 weeks or more,  15-19,0.0,0.0,0.0
Mar2001,Northern region,      53 weeks or more,  20-24,0.0,0.0,0.0
Mar2001,Northern region,      53 weeks or more,  25-44,0.0,0.0,0.0
Mar2001,Northern region,      53 weeks or more,  45-54,0.0,0.0,0.0
Mar2001,Northern region,      53 weeks or more,  55-64,0.0,0.0,0.0
Mar2001,Northern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,   Duration unknown,"Total, 15 years and over",0.0,0.0,0.0
Mar2001,Northern region,   Duration unknown, 15-64 years,0.0,0.0,0.0
Mar2001,Northern region,   Duration unknown,  15-19,0.0,0.0,0.0
Mar2001,Northern region,   Duration unknown,  20-24,0.0,0.0,0.0
Mar2001,Northern region,   Duration unknown,  25-44,0.0,0.0,0.0
Mar2001,Northern region,   Duration unknown,  45-54,0.0,0.0,0.0
Mar2001,Northern region,   Duration unknown,  55-64,0.0,0.0,0.0
Mar2001,Northern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Mar2001,Northern region,Average weeks unemployed (no top-code),"Total, 15 years and over",16.0,13.9,19.7
Mar2001,Northern region,Average weeks unemployed (no top-code), 15-64 years,15.9,13.9,19.5
Mar2001,Northern region,Average weeks unemployed (no top-code),  15-19,13.3,12.5,14.6
Mar2001,Northern region,Average weeks unemployed (no top-code),  20-24,14.5,12.3,18.3
Mar2001,Northern region,Average weeks unemployed (no top-code),  25-44,16.9,14.9,20.4
Mar2001,Northern region,Average weeks unemployed (no top-code),  45-54,17.3,14.3,22.1
Mar2001,Northern region,Average weeks unemployed (no top-code),  55-64,17.7,11.6,23.9
Mar2001,Northern region,Average weeks unemployed (no top-code),  65 years and over,44.0,0.0,44.0
Mar2001,Northern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",15.0,13.0,18.5
Mar2001,Northern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,14.9,13.0,18.3
Mar2001,Northern region,Average weeks unemployed (top-code = 99 weeks),  15-19,13.3,12.5,14.5
Mar2001,Northern region,Average weeks unemployed (top-code = 99 weeks),  20-24,14.1,11.7,18.3
Mar2001,Northern region,Average weeks unemployed (top-code = 99 weeks),  25-44,15.0,13.2,18.2
Mar2001,Northern region,Average weeks unemployed (top-code = 99 weeks),  45-54,17.0,14.3,21.2
Mar2001,Northern region,Average weeks unemployed (top-code = 99 weeks),  55-64,17.7,11.6,23.9
Mar2001,Northern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,44.0,0.0,44.0
Jun2001,"Total, Ontario regions",Total unemployed,"Total, 15 years and over",377.2,209.7,167.4
Jun2001,"Total, Ontario regions",Total unemployed, 15-64 years,375.1,209.3,165.8
Jun2001,"Total, Ontario regions",Total unemployed,  15-19,67.5,39.6,28.0
Jun2001,"Total, Ontario regions",Total unemployed,  20-24,59.8,34.6,25.2
Jun2001,"Total, Ontario regions",Total unemployed,  25-44,161.1,85.2,76.0
Jun2001,"Total, Ontario regions",Total unemployed,  45-54,59.2,33.8,25.4
Jun2001,"Total, Ontario regions",Total unemployed,  55-64,27.3,16.1,11.2
Jun2001,"Total, Ontario regions",Total unemployed,  65 years and over,2.1,0.0,1.7
Jun2001,"Total, Ontario regions",   1 - 4 weeks,"Total, 15 years and over",148.6,80.9,67.6
Jun2001,"Total, Ontario regions",   1 - 4 weeks, 15-64 years,147.8,80.5,67.3
Jun2001,"Total, Ontario regions",   1 - 4 weeks,  15-19,36.8,21.4,15.4
Jun2001,"Total, Ontario regions",   1 - 4 weeks,  20-24,27.9,15.9,12.1
Jun2001,"Total, Ontario regions",   1 - 4 weeks,  25-44,58.1,30.7,27.4
Jun2001,"Total, Ontario regions",   1 - 4 weeks,  45-54,16.1,8.3,7.9
Jun2001,"Total, Ontario regions",   1 - 4 weeks,  55-64,8.8,4.3,4.6
Jun2001,"Total, Ontario regions",   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   5 - 13 weeks,"Total, 15 years and over",102.8,55.7,47.1
Jun2001,"Total, Ontario regions",   5 - 13 weeks, 15-64 years,101.9,55.6,46.3
Jun2001,"Total, Ontario regions",   5 - 13 weeks,  15-19,17.4,9.9,7.5
Jun2001,"Total, Ontario regions",   5 - 13 weeks,  20-24,15.5,9.0,6.5
Jun2001,"Total, Ontario regions",   5 - 13 weeks,  25-44,47.5,23.1,24.4
Jun2001,"Total, Ontario regions",   5 - 13 weeks,  45-54,16.1,10.2,5.8
Jun2001,"Total, Ontario regions",   5 - 13 weeks,  55-64,5.4,3.3,2.1
Jun2001,"Total, Ontario regions",   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   14 - 25 weeks,"Total, 15 years and over",58.3,36.0,22.4
Jun2001,"Total, Ontario regions",   14 - 25 weeks, 15-64 years,58.1,36.0,22.2
Jun2001,"Total, Ontario regions",   14 - 25 weeks,  15-19,4.6,3.4,0.0
Jun2001,"Total, Ontario regions",   14 - 25 weeks,  20-24,8.1,5.1,2.9
Jun2001,"Total, Ontario regions",   14 - 25 weeks,  25-44,27.4,16.6,10.8
Jun2001,"Total, Ontario regions",   14 - 25 weeks,  45-54,13.1,7.0,6.0
Jun2001,"Total, Ontario regions",   14 - 25 weeks,  55-64,5.0,3.8,0.0
Jun2001,"Total, Ontario regions",   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   26 weeks ,"Total, 15 years and over",1.9,0.0,0.0
Jun2001,"Total, Ontario regions",   26 weeks , 15-64 years,1.9,0.0,0.0
Jun2001,"Total, Ontario regions",   26 weeks ,  15-19,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   26 weeks ,  20-24,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   26 weeks ,  25-44,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   26 weeks ,  45-54,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   26 weeks ,  55-64,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   26 weeks ,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   27 weeks or more,"Total, 15 years and over",49.1,27.8,21.3
Jun2001,"Total, Ontario regions",   27 weeks or more, 15-64 years,48.8,27.8,21.0
Jun2001,"Total, Ontario regions",   27 weeks or more,  15-19,3.5,2.1,0.0
Jun2001,"Total, Ontario regions",   27 weeks or more,  20-24,4.5,2.6,2.0
Jun2001,"Total, Ontario regions",   27 weeks or more,  25-44,22.4,11.9,10.5
Jun2001,"Total, Ontario regions",   27 weeks or more,  45-54,12.5,7.3,5.2
Jun2001,"Total, Ontario regions",   27 weeks or more,  55-64,5.9,3.9,2.0
Jun2001,"Total, Ontario regions",   27 weeks or more,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",      27 - 51 weeks,"Total, 15 years and over",22.3,12.0,10.3
Jun2001,"Total, Ontario regions",      27 - 51 weeks, 15-64 years,22.1,12.0,10.0
Jun2001,"Total, Ontario regions",      27 - 51 weeks,  15-19,2.4,1.6,0.0
Jun2001,"Total, Ontario regions",      27 - 51 weeks,  20-24,1.6,0.0,0.0
Jun2001,"Total, Ontario regions",      27 - 51 weeks,  25-44,10.7,5.4,5.3
Jun2001,"Total, Ontario regions",      27 - 51 weeks,  45-54,5.6,3.5,2.1
Jun2001,"Total, Ontario regions",      27 - 51 weeks,  55-64,1.9,0.0,0.0
Jun2001,"Total, Ontario regions",      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",      52 weeks,"Total, 15 years and over",15.8,9.3,6.5
Jun2001,"Total, Ontario regions",      52 weeks, 15-64 years,15.8,9.3,6.5
Jun2001,"Total, Ontario regions",      52 weeks,  15-19,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",      52 weeks,  20-24,2.4,1.5,0.0
Jun2001,"Total, Ontario regions",      52 weeks,  25-44,6.6,3.6,3.0
Jun2001,"Total, Ontario regions",      52 weeks,  45-54,3.6,1.9,1.7
Jun2001,"Total, Ontario regions",      52 weeks,  55-64,2.4,1.8,0.0
Jun2001,"Total, Ontario regions",      52 weeks,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",      53 weeks or more,"Total, 15 years and over",11.0,6.5,4.5
Jun2001,"Total, Ontario regions",      53 weeks or more, 15-64 years,11.0,6.5,4.5
Jun2001,"Total, Ontario regions",      53 weeks or more,  15-19,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",      53 weeks or more,  20-24,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",      53 weeks or more,  25-44,5.2,2.9,2.3
Jun2001,"Total, Ontario regions",      53 weeks or more,  45-54,3.4,1.9,0.0
Jun2001,"Total, Ontario regions",      53 weeks or more,  55-64,1.6,0.0,0.0
Jun2001,"Total, Ontario regions",      53 weeks or more,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   Duration unknown,"Total, 15 years and over",16.5,8.2,8.3
Jun2001,"Total, Ontario regions",   Duration unknown, 15-64 years,16.5,8.2,8.3
Jun2001,"Total, Ontario regions",   Duration unknown,  15-19,5.2,2.7,2.5
Jun2001,"Total, Ontario regions",   Duration unknown,  20-24,3.6,2.0,1.5
Jun2001,"Total, Ontario regions",   Duration unknown,  25-44,4.6,2.1,2.5
Jun2001,"Total, Ontario regions",   Duration unknown,  45-54,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",   Duration unknown,  55-64,1.7,0.0,0.0
Jun2001,"Total, Ontario regions",   Duration unknown,  65 years and over,0.0,0.0,0.0
Jun2001,"Total, Ontario regions",Average weeks unemployed (no top-code),"Total, 15 years and over",14.7,15.7,13.5
Jun2001,"Total, Ontario regions",Average weeks unemployed (no top-code), 15-64 years,14.7,15.7,13.5
Jun2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  15-19,7.6,7.8,7.3
Jun2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  20-24,10.1,10.4,9.7
Jun2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  25-44,15.1,15.5,14.7
Jun2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  45-54,23.9,27.5,19.1
Jun2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  55-64,19.7,22.3,15.5
Jun2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  65 years and over,11.3,2.4,13.3
Jun2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",13.7,14.1,13.1
Jun2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks), 15-64 years,13.7,14.2,13.1
Jun2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  15-19,7.6,7.8,7.3
Jun2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  20-24,10.1,10.4,9.7
Jun2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  25-44,14.4,14.8,14.0
Jun2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  45-54,19.2,19.8,18.4
Jun2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  55-64,19.4,21.9,15.5
Jun2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  65 years and over,11.3,2.4,13.3
Jun2001,Eastern region,Total unemployed,"Total, 15 years and over",56.9,31.6,25.3
Jun2001,Eastern region,Total unemployed, 15-64 years,56.8,31.6,25.2
Jun2001,Eastern region,Total unemployed,  15-19,9.1,4.9,4.3
Jun2001,Eastern region,Total unemployed,  20-24,12.5,7.8,4.7
Jun2001,Eastern region,Total unemployed,  25-44,24.2,13.2,11.0
Jun2001,Eastern region,Total unemployed,  45-54,5.6,2.4,3.2
Jun2001,Eastern region,Total unemployed,  55-64,5.4,3.4,2.0
Jun2001,Eastern region,Total unemployed,  65 years and over,0.0,0.0,0.0
Jun2001,Eastern region,   1 - 4 weeks,"Total, 15 years and over",25.3,13.7,11.6
Jun2001,Eastern region,   1 - 4 weeks, 15-64 years,25.2,13.7,11.5
Jun2001,Eastern region,   1 - 4 weeks,  15-19,5.8,3.5,2.4
Jun2001,Eastern region,   1 - 4 weeks,  20-24,6.3,3.8,2.5
Jun2001,Eastern region,   1 - 4 weeks,  25-44,8.4,4.4,4.0
Jun2001,Eastern region,   1 - 4 weeks,  45-54,2.2,0.0,0.0
Jun2001,Eastern region,   1 - 4 weeks,  55-64,2.5,0.0,0.0
Jun2001,Eastern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Jun2001,Eastern region,   5 - 13 weeks,"Total, 15 years and over",15.9,7.9,8.0
Jun2001,Eastern region,   5 - 13 weeks, 15-64 years,15.9,7.9,8.0
Jun2001,Eastern region,   5 - 13 weeks,  15-19,2.1,0.0,0.0
Jun2001,Eastern region,   5 - 13 weeks,  20-24,3.3,2.0,0.0
Jun2001,Eastern region,   5 - 13 weeks,  25-44,7.4,3.4,4.0
Jun2001,Eastern region,   5 - 13 weeks,  45-54,1.8,0.0,0.0
Jun2001,Eastern region,   5 - 13 weeks,  55-64,0.0,0.0,0.0
Jun2001,Eastern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Jun2001,Eastern region,   14 - 25 weeks,"Total, 15 years and over",7.8,5.7,2.2
Jun2001,Eastern region,   14 - 25 weeks, 15-64 years,7.8,5.7,2.2
Jun2001,Eastern region,   14 - 25 weeks,  15-19,0.0,0.0,0.0
Jun2001,Eastern region,   14 - 25 weeks,  20-24,1.5,0.0,0.0
Jun2001,Eastern region,   14 - 25 weeks,  25-44,4.7,3.5,0.0
Jun2001,Eastern region,   14 - 25 weeks,  45-54,0.0,0.0,0.0
Jun2001,Eastern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
Jun2001,Eastern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Jun2001,Eastern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Jun2001,Eastern region,   26 weeks , 15-64 years,0.0,0.0,0.0
Jun2001,Eastern region,   26 weeks ,  15-19,0.0,0.0,0.0
Jun2001,Eastern region,   26 weeks ,  20-24,0.0,0.0,0.0
Jun2001,Eastern region,   26 weeks ,  25-44,0.0,0.0,0.0
Jun2001,Eastern region,   26 weeks ,  45-54,0.0,0.0,0.0
Jun2001,Eastern region,   26 weeks ,  55-64,0.0,0.0,0.0
